cityid,hotelname,locality,starrating,rent,freebreakfast,freewifi,pincode,hasswimmingpool,hoteldescription
210,Effotel Hotel Indore,"Plot No 10 C/CA Scheme No 94 Sector C, Indore, Madhya Pradesh, 452010, India",3.5,4150,t,t,452010,f,"3.5-star hotel in Indore with restaurant, bar/lounge"
210,Fortune Landmark Indor,"Adjoining Meghdoot Gardens, Indore, Madhya Pradesh, 452010, India",5,5755,t,t,452010,f,"Luxury hotel in Indore with 2 restaurants, spa"
210,OYO Premium Nath Mandir South Tukoganj,"8-A-1 South Tukoganj, Indore, India",3,4450,t,t,452001,f,3-star Indore hotel with conference center
210,OYO Premium RNT Marg,"164/1, RNT Marg, Indore, 452001, India",3,4656,t,t,452001,f,Indore hotel next to shopping
210,OYO Rooms Bicholi Hapsi Indore,"85/1 Bicholi Hapsi, Mayank Water Park Road, Indore, 452016, India",3,1939,t,t,452016,f,"3-star hotel in Indore with restaurant, bar/lounge"
210,OYO Rooms Dhakkan Wala Kuan,"16/1, South Tukoganj, Indore, 452001, India",3,2587,t,t,452001,f,"3-star hotel in Indore with restaurant, bar/lounge"
210,OYO Rooms Kanchan Bagh 2,"158 Kanchan Bagh, Opposite ICICI Bank, Indore, Madhya Pradesh, 452001, India",3,2863,t,t,452001,f,3-star hotel in Indore
210,OYO Rooms Navlakha Bus Stand,"Opposite Navlakha Bus Stand, Navlakha Main Road, Indore, 452001, India",3,2733,t,t,452001,f,Indore hotel next to shopping
210,OYO Rooms Near CHL Hospital Indore,"Hari Fatak Ring Road, Nanakheda, Ujjain road, Indore, Madhya Pradesh, India",3,2660,t,t,456010,f,"3-star hotel in Indore with restaurant, bar/lounge"
210,OYO Rooms Near Gokul Das Hospital,"Plot No. 12/2, Dr. S.P Marg Kanchan Bagh, Indore, India",3,3565,t,t,452001,f,3-star Indore hotel with bar/lounge
210,OYO Rooms Near Meera Garden Indore,"Rajiv Chowk, Near The Meera , Bhawarkuan, Indore, Madhya Pradesh, 452001, India",3,6052,t,t,452001,f,3-star hotel in Indore
210,OYO Rooms Rajendra Nagar Indore,"Hukmakhedi Rajendra Nagar, A.B Road, Indore, 452014, India",3,2390,t,t,452014,f,3-star Indore hotel with conference center
210,OYO Rooms Rasoma Circle,"216, PU Sch. No 54, A.B Road, Indore, 428553, India",3,3379,t,t,428553,f,Indore hotel next to shopping
210,OYO Rooms Sayaji Square,"18 GF, Scheme no 54 Vijaynagar, Opp. Meghdoot garden, MR 10 Road, Indore, 452010, India",2.5,1755,t,t,452010,f,Indore hotel next to shopping
210,Sayaji Hotel,"H/1, Scheme No. 54, Vijay Nagar, Indore, Madhya Pradesh, 452010, India",4.5,5863,t,t,452010,t,"Luxury hotel in Indore with 7 restaurants, spa"
210,Treebo Cherry Tree,"2 Manoramaganj, A.B. Road, Palasia Square, Near Patwa Petrol Bunk, Indore, Madhya Pradesh, 452009, India",3,2346,t,t,452009,f,3-star Indore hotel with restaurant
210,Treebo Sapphire Star,"39,Race Course Road,Opp.56 Shop Indore, Indore, Madhya Pradesh, 452001 India",3,2582,t,t,452001,f,3-star Indore hotel with restaurant
210,Treebo Shivani,"83/2 Biyabani, Dhar Road, Near Gangwal Bus Stand, Indore, 452002, India",3,2016,t,t,452002,f,3-star Indore hotel with restaurant
210,Vista Rooms At Bapu Gandhi Nagar,"14-A.A, Bombay Hospital Road, Ring Road, Scheme No. 94, Indore, Madhya Pradesh, 452010, India",3,2052,f,t,452010,f,3-star Indore hotel with restaurant
217,66 Residency,"66, Gaurav Nagar, Civil Lines,Jaipur",3.5,2413,f,t,302006,f,3.5-star Civil Lines hotel with restaurant
217,Amer City Heritage,"B-2 Near Brahmpuri police Station, amer road, Jaipur, Rajasthan",3.5,3760,t,t,302002,f,"3.5-star hotel in Jaipur with restaurant, bar/lounge"
217,Anuraag Villa,"D-249 Devi Marg, Bani Park, Jaipur, Rajasthan, India",3,1825,f,t,302016,f,3-star hotel in Jaipur
217,Arya Niwas,"Sansar Chandra Road, Behind Amber Tower",3,2350,f,t,302001,f,City-center Jaipur hotel with restaurant
217,Chokhi Dhani Resort,"12th Mile Tonk Road,via Vatika,Jaipur",4.5,14874,f,t,303905,t,"Luxury resort in Jaipur with 7 restaurants, 2 bars/lounges"
217,Citrus Hotels,"B 204 A, Rajendra Marg, Bapu Nagar, Near Janta Store, Jaipur, Rajasthan",4,2875,t,t,302015,f,"4-star hotel in Jaipur with restaurant, bar/lounge"
217,Clarks Amer,"Jawahar Lal Nehru Marg,,Jaipur",4,5884,f,t,302018,t,"4-star hotel in Jaipur with outdoor pool, health club"
217,Comfort Inn Sapphire,"C-5, New Colony, Near Panchbatti,M I Road,Jaipur",4,2629,t,t,302001,f,Jaipur upscale hotel with restaurant
217,Country Inn & Suites by Carlson,"Khasa Kothi Circle, M.I. Road,,Jaipur",4.5,7899,f,t,302001,t,"Luxury hotel in Jaipur with 4 restaurants, spa"
217,Crimson Park - The Heritage,"Amer Road, Near Jal Mahal,Jaipur",3.5,3725,f,t,302001,f,3.5-star Jaipur hotel with restaurant
217,Crowne Plaza Jaipur,"Sitapura Industrial Area Tonk Road, Jaipur",5,7163,f,t,302022,t,"5-star hotel in Jaipur with 3 restaurants, spa"
217,Dera Rawatsar,"D-194/C, Vijay Path, Bani Park, Jaipur, Rajasthan, India",3,4813,t,t,302016,t,"3-star inn in Bani Park with outdoor pool, restaurant"
217,FabHotel Padmavati Palace,"15, Padmavati Colony 1st, Kings Road, Near Mansarovar Metro Station",3,1419,f,t,302019,f,3-star Jaipur hotel with restaurant
217,Flute Boutique Hotel,"D-81, Shiv Hira Path, Chomu House,Punch Batti,Jaipur",4,4068,t,t,302001,f,Jaipur upscale hotel with restaurant
217,Fortune Bella Casa,"Cityplex,1 Ashram Marg Tonk Road Junct.,Tonk road,Jaipur",4,4080,f,f,302018,t,"4-star hotel in Jaipur with 2 restaurants, outdoor pool"
217,Fortune Select Metropolitan,"Near Nehru Sahkar Bhawan, Bais Godam,Circle. C-Scheme,Jaipur",4,7341,f,t,302001,t,"4-star hotel in C-Scheme with 2 restaurants, spa"
217,Ginger Jaipur,"Geejgarh House, Civil Lines, Hawa Sadak",3,3697,f,t,302006,f,3-star Jaipur hotel with restaurant
217,Gitanjali Jaipur,"D-98 Pawan Path, Hanuman Nagar, Vaishali Nagar",3,3548,f,t,302021,f,"3-star hotel in Jaipur with restaurant, conference center"
217,Golden Tulip Jaipur,"Opp. Gpo Mi Road Behind Jangid Bhawan, Jaipur, Rajasthan",4,4437,t,t,302001,f,"4-star hotel in Jaipur with outdoor pool, restaurant"
217,Hilton Jaipur,"42 Geejgarh House Hawa Sadak, Jaipur",5,9875,f,f,302006,t,"Luxury hotel in Jaipur with 2 restaurants, spa"
217,Holiday Inn Jaipur,"Commercial Plot No 1 Sardar Patel Road,,Jaipur,Rajasthan,India",4,9042,f,t,302001,t,"4-star hotel in C-Scheme with outdoor pool, bar/lounge"
217,Hotel Amer View,"53, Chattriya, Opp K K Royal Days",3,1501,f,t,303101,f,"Art Deco hotel with 2 restaurants, near Amber Fort"
217,Hotel Gandharva By Peppermint,"Station Road, Near Reserve Police Lines",3,5310,t,t,302006,f,City-center Jaipur hotel with restaurant
217,Hotel Golden Deluxe,"17-18 Kanti Nagar,Hathi Babbu Ka Ahhta, Opp.Polovictory Cinema Hall Station Road, Jaipur, Rajasthan, India",2,1425,f,t,302016,f,No-frills hotel in Bani Park with restaurant
217,Hotel Golden Manor,"B-22/B-1 2 Shiv Marg, Collectorate Cir, Banipark, Jaipur, Rajasthan, India",3,3156,f,t,302016,f,"3-star hotel in Jaipur with 2 bars/lounges, restaurant"
217,Hotel H.R. Palace,"D-157, A- Kabir Marg, Bani Park",3,2694,f,t,302016,f,3-star Jaipur hotel with restaurant
217,Hotel Hayat Rabbani,"47, Kanti Nagar, Opp. Polovictory Cinema Station Rd, Jaipur, Rajasthan, India",3,1006,t,t,302006,f,"Bayfront hotel in Bani Park with restaurant, conference center"
217,Hotel Jaipur Ashok,"Jaisingh Circle, Bani Park,Jaipur",4,2513,f,t,302016,t,"4-star hotel in Bani Park with restaurant, bar/lounge"
217,Hotel Kings Corner,"555, Lane 6, Near AC Market, Raja Park",3,2137,t,t,302004,f,"3-star hotel in Jaipur with 2 bars/lounges, restauran"
217,Hotel Mansingh,"Sansar Chandra Road,Jaipur",4,5406,t,f,302001,t,"4-star hotel in Jaipur with outdoor pool, restaurant"
217,Hotel Marigold Jaipur,"IT 20, Sitapura Industrial Area, Near, Jaipur Exhibition & Convention Ctr, Jaipur",4,4938,t,t,302022,t,"4-star hotel in Jaipur with outdoor pool, restaurant"
217,Hotel Sarang Palace,"A-40, Subhash Nagar",3,2163,f,t,302016,f,Suburban hotel in Jaipur with 2 restaurants
217,Hotel Satkar,"187, barodia, Scheme, Banipark, Jaipur, Rajasthan,  India",2,932,f,f,302006,f,City-center hotel in Jaipur
217,Hotel Savi Residency,"S-6, Shree Gopal Nagar, Gopalpura Bye Pass, Jaipur, Rajasthan",3,1587,t,t,302018,t,"3-star guesthouse in Jaipur with restaurant, bar/lounge"
217,Hotel V Inn Bani Park,"I-7 C2, Siddhi Colony, Banipark",3,2183,f,t,302016,f,City-center Bani Park hotel with restaurant
217,Hotel Vimal Heritage,"148, A/2 Durga Marg, Bani Park, Jaipur, Rajasthan,  India",3,2588,t,t,302016,t,"3-star hotel in Bani Park with 2 restaurants, outdoor pool"
217,ITC Rajputana- Jaipur,"Palace Road Rajasthan, Jaipur, Rajasthan, ",5,5662,t,t,302006,t,"Luxury hotel in Jaipur with 3 restaurants, spa"
217,Ibis Jaipur Hotel,"Civil Lines Area, Ajmer Road, Near Civil Lines Metro Station",3.5,3491,f,t,302006,t,"3.5-star hotel in Civil Lines with outdoor pool, bar/lounge"
217,Jagrati Lords Inn,"SP 2 RIICO Industrial Area, Mansarovar",3.5,4073,t,t,302020,t,"3.5-star hotel in Jaipur with outdoor pool, restaurant"
217,Jai Mahal Palace,"Jacob Road Civil Lines, Jaipur",5,21313,f,t,302006,t,"Luxury hotel in Civil Lines with outdoor pool, bar/lounge"
217,Jaipur Inn,"Shiv Marg Bani Park, Jaipur,",2.5,1463,t,t,302016,f,City-center Bani Park hotel with restaurant
217,Jaipur Marriott Hotel,"Ashram Marg Near Jawahar Circle, Tonk Road, Jaipur",5,8717,f,f,302015,t,"Luxury hotel in Jaipur with 4 restaurants, spa"
217,KK Royal Hotel & Convection Center ,"Delhi Road, Amer Road, Amer, Rajasthan",4,6250,t,t,302028,t,"Suburban hotel with outdoor pool, near Amber Fort"
217,"Lemon Tree Premier, Jaipur","Nirwan Marg, Bani Park, Jaipur, Rajasthan,  India",4,6167,f,t,302016,t,"4-star hotel in Bani Park with outdoor pool, restaurant"
217,Nirwana Hometel Jaipur - A Sarovar Hotel,"4 - D Villa, Khasa Kothi Circle, Station Road",3,4938,t,t,302001,f,"3-star hotel in Bani Park with restaurant, bar/lounge"
217,OYO Premium Bani Park,"D-251, Near Collectorate Circle, Devi Marg, Jaipur, India",3,11437,t,t,302016,f,Jaipur hotel next to shopping
217,OYO Premium Malviya Nagar JLN Marg,"D-359, Near Gaurav Tower, Malviya Nagar",3,4175,t,t,302017,f,"3-star hotel in Jaipur with restaurant, bar/lounge"
217,OYO Premium World Trade Park,"Adinath Nagar, JLN Marg Sanyam Marg",3,5056,t,t,302018,f,Jaipur hotel next to shopping
217,OYO Rooms Aatish Market,"Opp Metro Pillar 57, Gopalpura Bypass, New Aatish Market Metro Station",3,1245,t,t,302019,f,Jaipur hotel next to shopping
217,OYO Rooms Airport Tonk Road,"Shop No. 1-2, Mathur Vaishya Nagar, Sitabari, Tonk Road",3,3586,t,t,302001,f,Jaipur hotel next to shopping
217,OYO Rooms Bani Park Shri Ram Marg,"Plot no A-1, Near Collectorate Circle, Kabir Marg, Barodia",3,3789,t,t,302016,f,Bani Park hotel next to shopping
217,OYO Rooms Gopalpura Flyover Tonk Road,"A-211, Himmat Nagar, Gopalpura Mod, Jaipur",3,2565,t,t,302018,f,Jaipur hotel next to shopping
217,OYO Rooms Khole Ke Hanuman Ji,"Opposite to Khole ke Hanuman ji Mandir, Delhi Bypass Road, Jaipur",3,3366,t,t,302002,f,3-star Jaipur hotel with restaurant
217,OYO Rooms Raja Park,"189A, Panchwati Circle, Lane no.- 1, Raja Park",3,1042,t,t,302004,f,Jaipur hotel next to shopping
217,OYO Rooms Shanti Path Jawahar Nagar,"D-33,Patrakar Colony, Shanti Path",3,3657,t,t,302004,f,3-star Jaipur hotel with restaurant
217,OYO Rooms Tonk Phatak,"N-1, Lal Kothi District Shopping Centre, Laxmi Mandir, Shankar Marg, Tonk Rd, Jaipur",3,2886,t,t,302015,f,Jaipur hotel next to shopping
217,OYO premium airport extension,"A-18, Saraswati Nagar, Jawahar Circle, Malviya Nagar, Jaipur, Rajasthan",3,7334,t,t,302017,t,3-star hotel in Jaipur
217,Om Niwas Suite Hotel,"E - 23, Kaushalya Path, Durga Marg, Bani Park, Jaipur, Rajasthan, India",3,3364,t,t,302001,f,"3-star hotel in Bani Park with restaurant, conference center"
217,Oyo premiuim Delhi Jaipur Highway,"Opp. Golden Petrol Pump, Peepliyon ki dhaani, Kunda, Amer",3,4832,t,t,302028,t,"3-star hotel in Amer with restaurant, conference center"
217,Park Inn Jaipur,"A-28/C/3, Sawai Jaisingh Hwy, Baark,Rajasthan,Jaipur",4,5125,f,t,302016,t,"4-star hotel in Bani Park with 2 restaurants, bar/lounge"
217,Park Regis,"Amer Road Rajasthan,Jaipur",4,5025,f,f,302002,t,"4-star hotel in Jaipur with spa, outdoor pool"
217,Park Regis Jaipur,"Amer Road Rajasthan, Jaipur, Rajasthan",4,5000,t,t,302002,t,"4-star hotel in Jaipur with spa, outdoor pool"
217,Radisson Blu Jaipur,"Plot No 5 & 6 Airport Plaza,Tonk Road,Jaipur",4.5,6862,f,t,302018,t,"Luxury hotel in Jaipur with 2 restaurants, 2 bars/lounges"
217,Rambagh Palace,"Bhawani Singh Road, Jaipur",5,137294,f,t,302005,t,"Luxury hotel in C-Scheme with 3 restaurants, 2 bars/lounges"
217,Rawla Rawatsar,"D-194-A Jagdish Marg, Bani Park, Behind Sindhi Camp bus station, Jaipur, Rajasthan, India",3.5,2813,t,t,302016,f,3.5-star Jaipur B&B with restaurant
217,Red Fox Hotel,"Jawahar Lal Nehru Marg, Opp. MNIT College, Bajaj Nagar",3,2826,f,t,302017,f,"3-star hotel in Jaipur with restaurant, conference center"
217,"RnB 1598, Jaipur","D-823 Sunder Nagar, Malviya Nagar, Behind Fortis Hospital, Jaipur, Rajasthan",3.5,1849,t,t,302017,t,"Adults-only hotel in Jaipur with restaurant, conference center"
217,Royal Aashiyana,"Barodia, Kabir Marg, Bani Park, Jaipur",2.5,818,t,t,302016,f,No-frills hotel in Bani Park with restaurant
217,Royal Aashiyana Palace Hotel,"3-A, �Anand-Kunj�, Barodia, Kabir Marg, Bani Park, Jaipur, Rajasthan, India",2.5,762,f,t,302016,f,No-frills hotel in Bani Park with restaurant
217,SMS Hotel,"Sawai Ram Singh Road, Opposite Reserve Bank Of India, Jaipur",3,10613,f,t,302005,t,"3-star hotel in Jaipur with outdoor pool, restaurant"
217,Samode Haveli,"Gangapole, Jaipur, Rajasthan",4,18950,t,t,302002,t,"4-star hotel in Pink City with outdoor pool, restaurant"
217,Sarovar Portico Jaipur,"Plot No 90,Bhan Nagar, Prince Road,Queens Road,Vaishali",3.5,4775,f,t,302021,t,"3.5-star hotel in Jaipur with outdoor pool, restaurant"
217,Shiv Vilas Resorts,"Jaipur Delhi Highway,Kukas, Jaipur",5,17750,f,t,303101,t,"Luxury hotel in Kookas with 4 restaurants, spa"
217,Souvenir Premier,"New Atish Market, Gopalpura Bypass,Mansarovar,Jaipur",3.5,7874,f,t,302019,t,"3.5-star hotel in Jaipur with spa, outdoor pool"
217,Suryaa Villa,"C-2, Peelwa Garden, Moti Doongri Road",3,4563,t,t,302004,f,"Art Deco hotel in Jaipur with indoor pool, restaurant"
217,Tara Niwas,"B-22/B, Shiv Marg,, Bani Park, Jaipur, Rajasthan, India",2,1856,f,t,302016,f,City-center Bani Park hotel with restaurant
217,The Fern - An Ecotel Hotel,"3, Airport Plaza , Nr.Durgapura,Tonk Road,Jaipur",4,4987,f,t,302018,t,"4-star hotel in Jaipur with spa, outdoor pool"
217,The Gateway Hotel Ramgarh,"The Ramgarh Lake,Jamwa Ramgarh",4,19625,f,t,303109,t,"4-star hotel in Gop?lgarh with outdoor pool, restaurant"
217,The LaLiT Jaipur,"2B, 2C Jagatpura Road, Near Jawahar Circle, Jaipur",5,9128,t,t,302017,t,"Luxury hotel in Jaipur with 2 restaurants, spa"
217,The Lalit Traveller Jaipur,"2B & 2C, Jagatpura Road,Jawahar Circle,Jaipur",4.5,5124,f,f,302017,f,"Luxury hotel in Jaipur with restaurant, bar/lounge"
217,The Oberoi Rajvilas,"Goner Road, Jaipur",5,63167,f,t,303012,t,"Luxury hotel in Jaipur with 2 restaurants, spa"
217,The Raj Palace,"Amber Road, Zorawar Singh Gate, Jaipur",5,26429,t,t,302002,t,"Luxury hotel in Jaipur with 3 restaurants, spa"
217,The Wallstreet A Busines Hotel,"C-7, New Colony M.I. Road, Near Panch Bhatti Circle",3,4276,t,t,302001,f,"Art Deco hotel in Jaipur with restaurant, bar/lounge"
217,The lalit traveller jaipur,"2B & 2C, Jagatpura Road, Jawahar Circle, Jaipur, Rajasthan",3,5249,t,t,302017,f,"Luxury hotel in Jaipur with restaurant, bar/lounge"
217,Treebo Aroma Residency,D-71 Tulsi Marg,3,2250,t,t,302016,f,3-star Jaipur hotel with restaurant
217,Treebo Raya Inn,"32, Power House Road, Opp. Jaipur Junction",3.5,2941,t,t,302001,f,City-center Bani Park hotel with restaurant
217,Treebo Signature Inn,"E-58, Girdhar Marg, Malviya Nagar, JLN Marg",3,2244,t,t,302017,f,"3-star hotel in Jaipur with restaurant, conference center"
217,Treebo Woodsvilla Suites,"B - 136 A, Rajendra Marg, Bapu Nagar, Near Janta Store Crossing",3,3132,t,t,302015,f,3-star Jaipur hotel with restaurant
217,"Trident, Jaipur","Amber Fort Road Opposite Jal,Jaipur",4.5,14250,f,t,302002,t,"Luxury hotel in Jaipur with spa, outdoor pool"
217,Umaid Haveli Hotel & Resorts,"CP-5 RIICO Kukas, Kukas",3.5,5000,t,t,302028,t,"Mountain hotel in Kukas with outdoor pool, bar/lounge"
217,Umaid Haveli Hotels & Resorts,"CP-5 RIICO Kukas, Kukas, Rajasthan",3.5,4875,t,t,302028,t,"Mountain hotel in Kukas with outdoor pool, bar/lounge"
217,Umaid Mahal,C-20/B2 Behari Marg Bani Park,3.5,5500,t,t,302016,t,"3.5-star hotel in Jaipur with indoor pool, restaurant"
217,Vesta Maurya Palace,"S-35A, Arvind Marg",3.5,3034,f,t,302001,t,"3.5-star hotel in Jaipur with outdoor pool, restaurant"
217,Zone by The Park Bani Park Jaipur,"Madhosingh Road, Bani Park, Jaipur, Rajasthan, India",4,5366,f,t,302016,t,"4-star hotel in Bani Park with spa, outdoor pool"
217,"lebua Resort, Jaipur","Jamdoli, Agra Road, Tehsil Ballupura, Jaipur",5,11838,f,t,302031,t,"Mountain hotel in Jaipur with spa, outdoor pool"
235,Apnayt Villa,"136, Umaid Heritage, Foothill of Umaid Bhawan Palace, Jodhpur, Rajasthan, 342011, India",3.5,3250,f,t,342011,f,3.5-star Jodhpur B&B with restaurant
235,"Bijolai Palace, A Treehouse Palace Hotel","Bijolai Palace, Near Kaylana Lake,Air Force Radar Road,Jodhpur,Rajasthan,India",3.5,7963,f,t,342003,t,"Historic hotel in Jodhpur with 2 restaurants, spa"
235,Chandra Inn,"Airport Road,,Jodhpur,Rajasthan,India",3,2813,f,t,342001,f,"3-star hotel in Jodhpur with restaurant, conference center"
235,Fort Chanwa by Citrus,"District Jodhpur,,Luni,Rajasthan,India",3.5,7125,f,f,342802,t,"3.5-star hotel in Luni with outdoor pool, restaurant"
235,GenX Jodhpur,"Chopasani Road, Kamla Nehru Nagar II,Defence Colony, 1st Pulia,Jodhpur,Rajasthan,India",3.5,1875,f,t,342003,f,"3.5-star hotel in Jodhpur with restaurant, bar/lounge"
235,Haveli Inn Pal,"Opp. Lake Gulab Sagar, Clock Tower,,Jodhpur,Rajasthan,India",3,4795,t,t,342001,f,Jodhpur historic hotel with restaurant
235,Indana Palace Jodhpur,"Opp. Military Officer Quarters,Benayakiya Road, Shikargadh,Jodhpur,Rajasthan,India",4.5,15294,t,t,342001,t,"Luxury resort in Jodhpur with spa, outdoor pool"
235,Jodhana Elite,"Airport Road, Jhalamanad House,,Jodhpur,Rajasthan,India",3.5,5011,t,t,342001,f,"3.5-star hotel in Jodhpur with restaurant, bar/lounge"
235,Mihir Garh,"Village Khandi, Khandi, Rajasthan, 306421, India",4,33034,t,t,306421,t,"4-star hotel in Khandi with spa, outdoor pool"
235,Niralidhani Ethnic Resort,"Jaisalmer Link Road,,Jodhpur,Rajasthan,India",3.5,5238,t,t,342009,f,"Art Deco hotel in Jodhpur with 2 restaurants, outdoor pool"
235,OYO Premium Station Road Jodhpur,"Citycentre, Near Big Bazaar,Near Sanghi Petrol Pumpolympic Road,Jodhpur,,India",3,5928,t,t,342001,f,Comfortable Jodhpur guestrooms with fireplaces
235,OYO Rooms C Road Paota,"117, Hanuwant 'A', Near Bank of Baroda,Poata C Road,Jodhpur,Rajasthan,India",3,3418,t,t,342010,f,3-star hotel in Jodhpur
235,OYO Rooms Jaipur Bypass Jhalamand,"Plot 1-2, Near St Paul School, Jaipur Bypass Road, Jodhpur, 342005, India",3,4057,t,t,342005,f,3-star Jodhpur hotel with restaurant
235,OYO Rooms Jodhpur Railway Station,"Opp. Railway Station, Jodhpur, 342001, India",3,3565,t,t,342001,f,3-star Jodhpur hotel with restaurant
235,OYO Rooms Old Public Park,"16,Old Public Park,Near K.N. Girls College,Jodhpur,Rajasthan,India",3,5305,t,t,342006,f,3-star Jodhpur hotel with conference center
235,Park Plaza Jodhpur,"Jhalamand House Airport Road, Jodhpur, Rajasthan, 342001, India",4,7563,t,t,342001,t,"4-star hotel in Jodhpur with outdoor pool, restaurant"
235,RAAS Jodhpur,"Tunwarji Ka Jhalara,Makrana Mohalla,Jodhpur ,Rajasthan,India",4,23108,t,t,342001,t,"4-star hotel in Jodhpur with 2 restaurants, spa"
235,Ranbanka Palace,"Circuit House Road,,Jodhpur,Rajasthan,India",3,13381,t,t,342006,t,"3-star hotel in Jodhpur with restaurant, conference center"
235,Shahi Heritage - Shahi Guest House,"City Police Gandhi Street,Opp Narsingh Temple,Jodhpur,Rajasthan,India",3,2658,f,t,342001,f,3-star Jodhpur hotel with restaurant
235,Shree Ram International,"Near Panch Batti Circle, Residency Road,,Jodhpur,Rajasthan,India",3,10077,f,t,342001,t,"3-star guesthouse in Jodhpur with outdoor pool, restaurant"
235,The Ajit Bhawan - A Palace Resort,"Circuit House Road,,Jodhpur,Rajasthan,India",4,14728,f,t,342006,t,"4-star hotel in Jodhpur with outdoor pool, bar/lounge"
235,The Kothi Heritage,"Bachraj, Ji Ka Bagh, 9th A Road,Sardarpura,Jodhpur,Rajasthan,India",3,5197,t,t,342003,f,City-center guesthouse in Jodhpur with 3 restaurants
235,The Marwar Hotel & Gardens,"1, High Court Colony,Ratanada,Jodhpur,Rajasthan,India",3,4118,f,f,342001,t,Jodhpur Art Deco hotel with outdoor pool
235,The Prem Beacon Jodhpur,"71 B/1, Bhagat Ki Kothi Scheme,New Pali Road,Jodhpur,Rajasthan,India",0,2080,f,t,342005,f,Jodhpur hotel with restaurant
235,The Ummed Jodhpur,"Jaipur Highway,Banar Road,Jodhpur,Rajasthan,India",4.5,14342,f,t,342027,t,"4.5-star hotel in Jodhpur with outdoor pool, restaurant"
235,Umaid Bhawan Palace,"Near Circuit House Road,,Jodhpur,Rajasthan,India",5,80013,f,t,342006,t,"Luxury hotel in Jodhpur with spa, outdoor pool"
235,"Vivanta by Taj - Hari Mahal, Jodhpur","5 Residency Road,,Jodhpur,Rajasthan,India",5,9338,f,t,342001,t,"Luxury hotel in Jodhpur with outdoor pool, restaurant"
252,OYO Rooms 80 Feet Road,"111/453 80 Feet Road, Kanpur, 208012, India",3,3070,t,t,208012,f,Kanpur hotel next to shopping
252,OYO Rooms Bada Chauraha Civil Lines,"Plot No. 16/62, Shri Krishna Tower, Near Income Tax Office, Civil Lines, Kanpur, Uttar Pradesh, 208001, India",3,2947,t,t,208001,f,3-star Kanpur hotel with conference center
279,Abad Atrium,"M.G. Road, Cochin, Kerala, 682035 India",3,3996,t,t,682035,t,"3-star hotel in Cochin with outdoor pool, restaurant"
279,Abad Metro,"Rajaji Road, Off. M.G. Road, Ernakulam, Cochin, Kerala, India",3,1588,f,t,682035,f,No-frills Cochin hotel with restaurant
279,Aquatic Floating Resort,"4-360A, Puthankary, Kumbalangi PO, Cochin, Kerala, 682 007, India",3,17375,t,t,682007,t,"Riverfront resort in Cochin with outdoor pool, restaurant"
279,Aroma Homestay,"1/1469(1) Opp. St. Antony's Chappel, Near Pattalam Market, Cochin, Kerala, 682001 India",2.5,2408,t,t,682001,f,No-frills B&B in Fort Kochi
279,Atlas Airport Hotel Apartment,"Oppo. Cochin International Airport, Nayathodu, Nedumbassery, Kerala, 683 572, India",3,2025,t,t,683572,t,Comfortable Nedumbassery apartment with balcony
279,BTH Sarovaram,"NH 47, Cochin Bypass, Maradu, Cochin, Kerala",2,3023,t,t,682304,t,No-frills hotel in Ernakulam with restaurant
279,Beaumonde The Fern,"Vivekananda Lane, Off MG Rd, Ernakulam, Cochin, Kerala, India",4,4575,t,t,682016,t,"4-star hotel in Ernakulam with spa, outdoor poo"
279,Bharat Hotel,"P.B.No.2357, Gandhi Square, Durbar Hall Road, Cochin, Kerala, 682 016 India",3,3659,t,t,682016,f,"3-star hotel in Ernakulam with 2 restaurants, conference center"
279,Brunton Boatyard,"Calvetty Road, Fort Kochi, Cochin, Kerala, India",5,19863,t,t,682001,t,5-star hotel in Fort Kochi with 2 restaurants and outdoor pool
279,Casino Hotel ,"Willingdon Island, Cochin, Kerala",3,6276,t,t,682003,t,"3.5-star hotel in Cochin with 2 restaurants, outdoor pool"
279,"Casino Hotel- CGH Earth, Cochin","Willingdon Island, Cochin, Kerala, 682 003 India",3.5,5804,f,t,682003,t,"3.5-star hotel in Cochin with 2 restaurants, outdoor pool"
279,Courtyard Kochi Airport,"VIP Road, Opp. Kochi International Airport, Nedumbassery, Kerala, 683572, India",5,6963,f,f,683572,t,"5-star hotel in Nedumbassery with spa, outdoor pool"
279,Crowne Plaza Kochi,"XI/641A Kundanoor Junction, NH-47 Bypass, Maradu, Cochin, Kerala, India",5,7065,t,t,682304,t,"Lakefront hotel in Ernakulam with 3 restaurants, spa"
279,Diana Heights,"Near Athani, Cochin Intl. Airport, Nedumbassery, Kerala, India",4,2912,t,t,683585,t,"Luxury hotel in Nedumbassery with 3 restaurants, spa"
279,Ecolodge,"40/4969-A, Basin Road, Opp. High Court, Cochin, Kerala, 682031 India",2.5,2090,t,f,682031,f,No-frills hotel in Cochin
279,Eden Garden Heritage Homestay,"10/1335, Varekat, (Rose Land) , Amaravathy, Cochin, Kerala, 682001, India",3,2736,f,t,682001,f,3-star guesthouse in Cochin
279,Eigth Bastion,"Napier Street, Fort Kochin, Cochin, Kerala",3,14832,t,t,682001,f,"3.5-star hotel in Fort Kochi with outdoor pool, restaurant"
279,Elphinstone Residency,"Elphinstone Rd, Beach Rd, Fort Kochi, Near Bishop Palace & Britto School, Cochin, Kerala, India",3,2897,t,t,682001,f,3-star Cochin hotel with restaurant
