flight_number,airline,source_cityid,destination_cityid
2022,TestIndigo,140,101
7197,TestIndigo,120,339
581,SpiceJet,1179,283
7222,TestIndigo,1070,279
951,Air India,1179,207
110,GoAir,13,13
839,Air India,140,207
3430,SpiceJet,101,13
2157,TestIndigo,140,151
471,Air India,140,1114
7136,TestIndigo,207,487
180,Jet Airways,635,458
779,TestIndigo,131,207
6258,SpiceJet,458,635
406,GoAir,192,140
3783,SpiceJet,13,1114
7933,TestIndigo,23,152
315,AirAsia India,140,116
773,Jet Airways,702,82
2516,GoAir,487,140
572,Vistara,458,140
760,GoAir,283,102
823,GoAir,82,1019
1534,GoAir,207,1070
6351,SpiceJet,82,458
6612,TestIndigo,140,325
2509,GoAir,140,325
898,GoAir,487,771
3466,SpiceJet,131,82
818,GoAir,140,116
815,GoAir,82,207
507,Air India,82,82
879,GoAir,1070,82
718,AirAsia India,140,207
551,Air India,120,688
179,Jet Airways,458,635
644,TestIndigo,13,13
171,TruJet,13,210
192,SpiceJet,82,140
6279,SpiceJet,217,458
418,GoAir,82,458
953,TestIndigo,13,102
1042,SpiceJet,207,207
852,TestIndigo,82,138
2124,TestIndigo,140,120
139,GoAir,140,116
685,Jetlite,13,140
275,TestIndigo,11,120
490,SpiceJet,458,283
6161,TestIndigo,192,116
106,TruJet,1091,207
942,TestIndigo,53,82
905,SpiceJet,140,82
718,SpiceJet,1019,283
6052,TestIndigo,1070,140
2197,TestIndigo,140,140
158,SpiceJet,458,140
3550,Air India,688,120
806,Jet Airways,207,82
739,SpiceJet,998,13
536,Air India,283,140
2704,TestIndigo,120,140
5925,TestIndigo,283,31
3347,SpiceJet,283,192
3830,Air India,223,998
8391,SpiceJet,283,140
7976,TestIndigo,279,251
7233,TestIndigo,283,102
315,SpiceJet,131,458
639,TestIndigo,13,13
532,GoAir,13,192
351,Jet Airways,458,140
229,GoAir,635,140
2045,TestIndigo,13,53
183,TruJet,13,53
582,TestIndigo,279,102
764,Air India,140,283
7713,TestIndigo,283,174
321,SpiceJet,13,82
6198,TestIndigo,217,82
780,GoAir,116,283
5998,TestIndigo,82,23
634,GoAir,251,13
834,GoAir,102,82
454,AirAsia India,120,702
801,Jet Airways,82,207
366,SpiceJet,283,458
870,SpiceJet,458,13
732,Jet Airways,235,140
1074,SpiceJet,82,207
531,Air India,13,13
7716,TestIndigo,174,174
447,TestIndigo,217,140
6254,TestIndigo,101,120
161,Jet Airways,140,217
771,AirAsia India,13,13
7249,TestIndigo,192,212
921,TestIndigo,140,207
512,TruJet,237,207
730,Air India,192,283
460,Air India,1091,140
609,Air India,458,82
929,TestIndigo,120,458
7925,TestIndigo,23,23
796,Vistara,730,140
475,SpiceJet,279,458
3754,Air India,954,283
979,Jet Airways,458,1179
581,AirAsia India,11,11
464,Jet Airways,120,458
2123,TestIndigo,140,82
146,GoAir,223,140
1314,GoAir,283,13
7246,TestIndigo,101,207
766,Vistara,688,120
7217,TestIndigo,339,82
534,TruJet,842,120
677,Jet Airways,730,140
967,Jetlite,458,730
790,SpiceJet,458,140
686,SpiceJet,635,217
443,GoAir,120,140
6257,TestIndigo,82,207
564,Air India,82,120
317,TruJet,207,1091
765,SpiceJet,283,82
315,Jet Airways,13,458
731,GoAir,13,283
6212,TestIndigo,82,120
693,SpiceJet,998,13
671,TestIndigo,140,702
694,Vistara,31,140
905,Jet Airways,140,31
241,TestIndigo,207,283
158,Jet Airways,116,283
622,Jet Airways,283,458
739,Jet Airways,140,120
289,SpiceJet,120,458
327,Jet Airways,458,1114
966,TestIndigo,140,116
107,SpiceJet,140,120
463,GoAir,458,325
955,Jetlite,207,210
721,TestIndigo,13,13
892,TestIndigo,120,11
3346,SpiceJet,192,283
857,Vistara,458,82
1527,AirAsia India,207,82
896,GoAir,207,82
458,Jet Airways,207,458
7257,TestIndigo,279,192
366,Jet Airways,702,140
501,AirAsia India,11,11
585,GoAir,458,635
2019,TestIndigo,140,102
351,SpiceJet,13,82
2802,SpiceJet,212,283
8191,SpiceJet,702,140
239,TestIndigo,458,82
387,TestIndigo,120,458
6445,TestIndigo,283,82
466,TestIndigo,82,207
5037,TestIndigo,102,140
701,Jet Airways,458,138
5013,TestIndigo,140,140
326,TestIndigo,120,207
734,Vistara,120,120
611,SpiceJet,120,120
6376,TestIndigo,13,283
3784,SpiceJet,1114,13
2405,TestIndigo,102,140
161,SpiceJet,140,140
198,TestIndigo,458,140
735,Vistara,458,31
343,TestIndigo,120,120
870,Jet Airways,120,82
728,Air India,192,82
732,SpiceJet,207,120
207,SpiceJet,192,207
238,TestIndigo,13,13
679,AirAsia India,192,458
803,AirAsia India,120,120
831,Jet Airways,120,140
6801,TestIndigo,102,13
332,TestIndigo,82,102
464,SpiceJet,101,120
426,Jetlite,131,458
302,AirAsia India,82,82
952,Air India,207,1179
2314,TestIndigo,102,140
2878,AirAsia India,82,140
1073,SpiceJet,207,82
386,TestIndigo,11,11
784,GoAir,116,207
423,Air India,140,283
488,Air India,688,140
6219,TestIndigo,217,458
832,Vistara,120,140
5346,TestIndigo,458,53
1093,SpiceJet,1091,207
627,GoAir,251,120
645,GoAir,251,283
508,GoAir,279,207
679,SpiceJet,458,120
209,GoAir,140,223
732,AirAsia India,702,140
6572,TestIndigo,102,140
6785,TestIndigo,279,120
446,TestIndigo,151,283
546,TestIndigo,207,120
821,Vistara,140,82
646,Air India,235,458
374,GoAir,82,207
255,GoAir,140,1019
878,Jet Airways,217,140
541,Air India,207,140
722,TestIndigo,102,116
5019,TestIndigo,102,140
979,AirAsia India,283,140
438,TestIndigo,325,210
2018,TestIndigo,212,140
402,GoAir,82,192
675,Air India,458,283
2803,TestIndigo,140,102
797,Vistara,140,730
8024,TestIndigo,207,279
302,SpiceJet,283,82
583,Air India,82,1070
363,Jet Airways,140,702
8733,SpiceJet,140,1114
464,AirAsia India,279,120
296,TestIndigo,82,82
850,Vistara,82,458
601,Air India,458,746
484,GoAir,771,458
457,TestIndigo,82,11
5379,TestIndigo,283,116
134,Jet Airways,1148,217
8717,SpiceJet,140,82
102,TestIndigo,120,11
950,Vistara,458,140
786,GoAir,1179,207
1239,SpiceJet,82,207
176,GoAir,325,140
373,TestIndigo,11,82
615,TestIndigo,116,207
8164,SpiceJet,235,458
765,AirAsia India,140,120
3522,SpiceJet,217,31
214,GoAir,140,325
773,SpiceJet,207,120
7196,TestIndigo,339,120
7927,TestIndigo,23,138
115,TestIndigo,102,82
5002,TestIndigo,120,140
5312,TestIndigo,138,458
514,Air India,702,207
3456,SpiceJet,13,217
152,GoAir,192,140
6635,TestIndigo,1157,140
7105,TestIndigo,207,1091
733,GoAir,217,13
384,TestIndigo,120,207
3590,SpiceJet,339,207
854,Air India,702,140
501,SpiceJet,13,120
2859,TestIndigo,120,120
736,GoAir,283,102
448,TestIndigo,31,339
981,Vistara,140,458
193,GoAir,998,140
2054,TestIndigo,140,53
3706,SpiceJet,207,120
8961,SpiceJet,140,207
1728,AirAsia India,82,217
3074,SpiceJet,82,82
715,GoAir,140,13
6256,TestIndigo,283,325
902,Vistara,458,140
6178,TestIndigo,82,13
827,Air India,140,998
698,Jetlite,217,458
7209,TestIndigo,1170,207
875,Vistara,458,207
206,SpiceJet,217,283
874,Vistara,207,458
587,GoAir,279,207
403,TestIndigo,13,283
754,TruJet,210,13
939,TestIndigo,140,192
1711,GoAir,120,771
416,SpiceJet,13,207
169,GoAir,140,13
6571,TestIndigo,702,140
2151,TestIndigo,140,116
798,Jet Airways,140,120
812,TestIndigo,82,325
361,AirAsia India,13,82
1454,AirAsia India,82,140
2443,TestIndigo,140,120
8062,TestIndigo,120,82
923,TestIndigo,120,283
607,TestIndigo,140,13
2757,SpiceJet,31,13
1220,SpiceJet,82,212
2041,TestIndigo,101,140
7138,TestIndigo,82,251
369,TestIndigo,82,13
545,TestIndigo,120,116
716,Vistara,635,140
811,AirAsia India,13,82
142,Jet Airways,635,82
2566,TestIndigo,140,635
1451,AirAsia India,82,279
524,TestIndigo,11,11
813,AirAsia India,102,140
108,TestIndigo,82,82
116,TestIndigo,120,283
746,Vistara,283,140
814,Jet Airways,82,140
3326,SpiceJet,193,82
562,TestIndigo,283,120
3743,Air India,283,11
592,TestIndigo,82,82
3174,TestIndigo,207,120
7103,TestIndigo,192,283
704,SpiceJet,207,458
137,GoAir,13,116
159,GoAir,1157,283
282,GoAir,325,283
1217,SpiceJet,339,82
503,Air India,82,82
672,TestIndigo,702,140
3904,TestIndigo,210,458
989,Vistara,140,702
7225,TestIndigo,207,251
5409,TestIndigo,210,140
339,TestIndigo,82,120
6248,TestIndigo,192,279
808,TestIndigo,210,82
752,TruJet,210,13
717,TestIndigo,207,279
5043,TestIndigo,140,325
7143,TestIndigo,120,1085
349,TestIndigo,192,82
6827,TestIndigo,283,120
6749,TestIndigo,458,283
908,Jet Airways,140,209
517,SpiceJet,82,82
912,Jet Airways,140,279
628,Air India,140,193
710,Air India,152,283
3787,Air India,120,688
391,AirAsia India,120,458
2088,TestIndigo,487,140
6796,TestIndigo,192,13
298,TestIndigo,120,140
742,SpiceJet,283,82
279,GoAir,1157,140
704,AirAsia India,13,116
552,Air India,688,120
624,TestIndigo,120,120
6291,TestIndigo,120,120
809,Jet Airways,31,82
629,Jet Airways,458,283
822,TestIndigo,82,82
523,TestIndigo,82,120
816,Vistara,82,140
8964,SpiceJet,1070,140
7026,SpiceJet,140,13
242,GoAir,702,82
492,GoAir,217,458
636,Vistara,31,140
485,TestIndigo,82,82
3611,SpiceJet,120,82
517,AirAsia India,120,207
184,Jet Airways,730,702
817,AirAsia India,702,140
774,Air India,283,283
2101,GoAir,487,283
621,Vistara,458,1157
6869,TestIndigo,102,82
236,SpiceJet,458,217
676,Jet Airways,138,192
154,GoAir,140,140
530,GoAir,140,458
866,Jetlite,487,458
7145,TestIndigo,120,1085
422,TestIndigo,1179,82
2038,TestIndigo,23,140
8155,SpiceJet,13,140
577,Air India,82,283
121,TestIndigo,207,13
6325,TestIndigo,140,140
5045,TestIndigo,207,140
1622,AirAsia India,82,82
642,SpiceJet,82,134
6714,TestIndigo,82,283
919,Jet Airways,82,207
395,TestIndigo,458,283
272,GoAir,82,82
565,Air India,82,325
6312,TestIndigo,116,207
274,GoAir,82,635
889,Jet Airways,82,131
513,TestIndigo,120,120
7294,TestIndigo,207,730
6789,TestIndigo,13,458
392,GoAir,140,458
7285,TestIndigo,23,210
719,AirAsia India,207,140
313,Jetlite,140,53
347,TestIndigo,82,82
396,Jet Airways,210,458
2609,GoAir,140,325
105,TestIndigo,140,82
361,SpiceJet,458,131
469,Jet Airways,458,120
105,TruJet,207,1091
227,GoAir,140,140
425,GoAir,140,207
761,Vistara,140,325
309,Jet Airways,458,140
864,TestIndigo,120,207
2076,TestIndigo,140,283
313,TestIndigo,13,458
747,Vistara,140,283
253,SpiceJet,140,140
6145,TestIndigo,192,13
608,TestIndigo,207,207
838,Jet Airways,1114,140
755,AirAsia India,207,140
325,GoAir,458,82
482,TestIndigo,82,82
1235,TestIndigo,487,102
412,Air India,325,140
781,TestIndigo,1070,120
7144,TestIndigo,1085,120
489,Jet Airways,120,458
7213,TestIndigo,120,82
678,Air India,140,458
415,Jet Airways,458,82
2133,TestIndigo,82,82
5926,TestIndigo,31,283
472,GoAir,207,635
793,Vistara,140,730
467,Jet Airways,458,120
487,Air India,140,688
1009,SpiceJet,212,207
2067,TestIndigo,174,140
5009,TestIndigo,82,140
1069,SpiceJet,1170,207
7192,TestIndigo,212,207
6217,TestIndigo,120,82
8705,SpiceJet,140,82
424,Jet Airways,131,458
6211,TestIndigo,207,1179
7237,TestIndigo,283,82
5042,TestIndigo,1114,140
640,GoAir,140,458
7714,TestIndigo,174,283
928,Vistara,458,140
3827,Air India,998,223
452,Vistara,82,140
3329,SpiceJet,1157,283
682,TestIndigo,82,82
3214,SpiceJet,954,283
866,TestIndigo,207,283
5988,TestIndigo,236,207
519,SpiceJet,702,82
964,TestIndigo,140,138
575,TestIndigo,82,120
6146,TestIndigo,13,192
763,Air India,283,140
372,SpiceJet,31,283
725,TestIndigo,283,207
3610,SpiceJet,339,120
8129,SpiceJet,120,120
381,SpiceJet,82,635
2643,SpiceJet,140,746
485,Jetlite,458,120
6074,TestIndigo,210,140
353,AirAsia India,120,207
266,SpiceJet,192,458
863,Jet Airways,116,217
523,TruJet,120,131
1241,TestIndigo,487,702
819,Jet Airways,283,458
103,GoAir,140,283
461,Air India,140,31
2606,TestIndigo,140,120
737,GoAir,102,635
654,Vistara,116,140
114,GoAir,140,283
961,AirAsia India,192,140
3022,SpiceJet,131,120
7975,TestIndigo,251,279
594,TestIndigo,207,1070
2519,TestIndigo,140,120
145,GoAir,140,223
442,TestIndigo,120,11
2136,TestIndigo,140,998
353,SpiceJet,82,458
590,GoAir,207,702
3254,SpiceJet,1179,1170
518,AirAsia India,1179,283
913,TestIndigo,207,207
2982,SpiceJet,1157,217
805,Air India,140,458
749,Jet Airways,140,217
723,SpiceJet,82,252
7152,TestIndigo,207,339
519,AirAsia India,283,1179
770,Jet Airways,339,458
1533,GoAir,1179,207
915,TestIndigo,207,217
2624,TestIndigo,140,82
2032,TestIndigo,82,140
2514,GoAir,140,487
752,TestIndigo,131,131
2336,AirAsia India,702,82
339,Jetlite,458,140
5375,TestIndigo,458,207
578,TestIndigo,458,1157
251,SpiceJet,458,120
435,Air India,140,101
748,TestIndigo,1114,458
652,TestIndigo,279,217
567,SpiceJet,82,82
496,SpiceJet,134,134
2084,TestIndigo,131,140
7239,TestIndigo,1179,82
961,SpiceJet,192,82
276,TestIndigo,283,11
745,Air India,283,11
3523,Jet Airways,116,325
410,Jet Airways,82,458
524,TruJet,131,120
127,TestIndigo,82,140
3568,Jet Airways,1114,746
108,TruJet,1091,207
360,AirAsia India,82,13
916A,Vistara,13,458
493,Air India,140,1019
497,SpiceJet,458,82
2062,TestIndigo,101,140
2152,TestIndigo,116,140
6966,TestIndigo,207,140
7219,TestIndigo,339,82
713,Vistara,82,102
788,Air India,688,283
5126,TestIndigo,140,140
6262,TestIndigo,31,31
379,TestIndigo,82,82
6385,TestIndigo,120,120
3792,SpiceJet,1070,279
278,TestIndigo,192,140
252,SpiceJet,120,458
649,TestIndigo,120,283
3529,Jet Airways,458,1157
8267,SpiceJet,458,140
631,TestIndigo,102,207
754,TestIndigo,283,13
305,TestIndigo,120,120
210,TruJet,471,120
994,Jet Airways,131,140
8561,SpiceJet,140,131
2406,TestIndigo,140,120
2033,TestIndigo,140,730
980,Jet Airways,1179,458
603,Jet Airways,140,702
698,TestIndigo,13,82
653,Vistara,140,116
166,SpiceJet,82,13
540,GoAir,192,13
993,Jet Airways,140,131
7202,TestIndigo,1170,207
2608,GoAir,217,458
2620,GoAir,325,458
132,GoAir,140,140
304,TestIndigo,207,82
7251,TestIndigo,954,192
479,SpiceJet,458,101
9817,Jet Airways,140,998
5389,TestIndigo,487,458
249,GoAir,140,192
3723,SpiceJet,192,31
959,SpiceJet,138,82
2118,TestIndigo,120,140
566,GoAir,140,325
384,Jetlite,140,458
7203,TestIndigo,1170,82
8709,SpiceJet,140,458
1567,AirAsia India,82,102
941,Vistara,140,140
818,Vistara,82,140
898,Vistara,140,140
703,TestIndigo,210,13
6314,TestIndigo,283,217
6097,TestIndigo,140,138
579,AirAsia India,283,140
815,Vistara,140,82
664,Jet Airways,116,140
1126,Air India,140,120
879,Vistara,116,140
373,Jetlite,140,458
727,Air India,82,192
825,Jet Airways,279,458
602,TestIndigo,82,207
439,TestIndigo,138,140
2701,TestIndigo,140,102
102,TruJet,1091,207
5373,TestIndigo,458,635
185,Jet Airways,210,746
985,Jet Airways,140,1148
7113,TestIndigo,735,82
1528,AirAsia India,82,207
8902,SpiceJet,53,140
6644,TestIndigo,13,13
324,TestIndigo,207,730
823,Vistara,458,120
1562,AirAsia India,82,102
3182,TestIndigo,13,279
1228,TestIndigo,487,1019
769,GoAir,13,82
705,Air India,283,151
937,TestIndigo,140,82
7151,TestIndigo,1085,120
6326,TestIndigo,207,82
362,TestIndigo,11,13
2214,GoAir,82,1070
6533,TestIndigo,458,82
626,SpiceJet,283,120
757,Jet Airways,140,210
199,GoAir,140,223
204,TestIndigo,101,82
3722,Air India,954,283
538,AirAsia India,283,192
357,Jet Airways,458,140
619,Jet Airways,458,283
962,TestIndigo,13,140
130,SpiceJet,140,13
181,TestIndigo,140,13
835,Vistara,140,120
616,Vistara,138,140
954,TestIndigo,101,13
858,TestIndigo,131,82
510,GoAir,82,82
248,SpiceJet,82,13
346,GoAir,140,140
559,Air India,140,140
568,Air India,82,82
294,TestIndigo,11,13
7176,TestIndigo,207,82
840,Jet Airways,120,140
243,TestIndigo,140,140
5916,TestIndigo,82,12
1983,AirAsia India,192,82
2612,GoAir,140,217
7134,TestIndigo,82,1170
394,SpiceJet,13,192
766,GoAir,82,13
775,Vistara,458,283
7148,TestIndigo,1085,120
333,Jetlite,458,140
8250,SpiceJet,283,140
6133,TestIndigo,82,138
796,GoAir,116,13
426,TestIndigo,82,702
6638,SpiceJet,82,702
2106,TestIndigo,140,140
186,TestIndigo,82,192
3955,TestIndigo,283,192
3534,Jet Airways,487,140
1245,TestIndigo,487,487
7195,TestIndigo,120,339
1602,SpiceJet,735,207
6375,TestIndigo,102,458
165,SpiceJet,13,82
343,Jetlite,458,1148
868,Vistara,82,458
933,SpiceJet,138,458
7165,TestIndigo,251,120
264,SpiceJet,283,140
2212,GoAir,82,487
782,AirAsia India,217,140
7332,TestIndigo,735,82
625,Air India,458,325
2630,GoAir,140,635
7943,TestIndigo,251,120
963,Vistara,140,458
177,GoAir,140,210
1068,SpiceJet,207,1170
740,GoAir,116,325
3248,TestIndigo,283,207
834,Vistara,120,120
2383,AirAsia India,82,102
882,Vistara,140,140
651,Jet Airways,140,116
2988,SpiceJet,13,217
5365,TestIndigo,458,279
7168,TestIndigo,251,207
409,TestIndigo,82,207
944,TestIndigo,207,283
6471,SpiceJet,458,53
526,SpiceJet,13,82
955,TestIndigo,140,223
560,Air India,140,207
2315,TestIndigo,140,120
906,TestIndigo,140,325
7204,TestIndigo,82,1170
6849,TestIndigo,102,458
383,Jet Airways,458,210
494,Jet Airways,702,120
554,GoAir,207,13
791,Jet Airways,140,210
972,Vistara,140,140
658,Vistara,998,140
317,TestIndigo,82,82
6372,SpiceJet,31,458
2413,GoAir,1157,120
474,Air India,102,140
7261,TestIndigo,210,116
5309,TestIndigo,120,458
534,TestIndigo,13,120
378,TestIndigo,82,207
1046,SpiceJet,131,82
967,TestIndigo,140,207
3307,SpiceJet,120,82
832,GoAir,82,283
529,Air India,207,283
627,Vistara,140,1114
75,Air India,140,102
1124,AirAsia India,82,279
254,SpiceJet,283,140
1043,SpiceJet,207,339
3272,SpiceJet,283,192
394,Jet Airways,140,31
2161,TestIndigo,102,140
6209,TestIndigo,131,82
336,GoAir,140,279
3713,Air India,283,209
7115,TestIndigo,1091,207
757,AirAsia India,140,207
512,TestIndigo,82,102
784,Vistara,102,140
222,SpiceJet,283,458
2604,GoAir,13,458
119,GoAir,140,82
5914,TestIndigo,458,23
933,Jet Airways,458,1179
969,TestIndigo,131,207
5984,TestIndigo,702,23
1722,AirAsia India,82,207
436,Air India,101,140
6135,TestIndigo,13,13
3488,Air India,688,140
799,TestIndigo,458,82
6352,SpiceJet,458,82
408,SpiceJet,207,207
735,GoAir,11,283
364,TestIndigo,120,192
221,SpiceJet,458,283
888,Air India,458,140
7987,TestIndigo,730,23
651,SpiceJet,1179,140
303,SpiceJet,82,283
473,GoAir,635,283
8051,TestIndigo,635,283
729,GoAir,13,279
450,Jetlite,82,458
240,SpiceJet,458,283
886,Jet Airways,325,140
6066,TestIndigo,207,82
2465,TestIndigo,140,82
857,GoAir,192,702
183,TestIndigo,120,120
6527,TestIndigo,283,635
5044,TestIndigo,325,140
2216,TestIndigo,458,140
6175,TestIndigo,458,138
322,SpiceJet,82,13
8977,SpiceJet,140,339
525,GoAir,325,82
535,GoAir,13,325
5302,TestIndigo,101,458
505,Air India,82,140
187,TestIndigo,192,82
787,SpiceJet,140,120
1828,AirAsia India,82,283
367,SpiceJet,458,207
148,Jet Airways,325,210
8124,TestIndigo,283,487
6438,SpiceJet,1070,458
5326,TestIndigo,458,210
113,Air India,31,140
996,TestIndigo,13,82
612,TestIndigo,279,120
731,Vistara,120,120
383,SpiceJet,635,702
494,SpiceJet,134,82
635,TestIndigo,140,207
106,TestIndigo,82,82
1130,AirAsia India,279,82
3429,SpiceJet,13,101
685,TestIndigo,325,458
736,Vistara,31,458
7309,TestIndigo,283,192
7331,TestIndigo,1091,735
7928,TestIndigo,325,12
669,GoAir,13,325
2376,TestIndigo,140,82
949,TestIndigo,458,82
171,TestIndigo,140,458
547,TestIndigo,702,120
5028,TestIndigo,140,1019
1036,SpiceJet,82,207
2513,GoAir,140,702
849,Vistara,458,82
303,AirAsia India,82,458
553,Air India,140,120
733,Vistara,120,283
3219,SpiceJet,954,283
684,Vistara,235,140
6529,TestIndigo,635,207
2046,TestIndigo,53,140
388,Jet Airways,458,1070
421,GoAir,140,140
7198,TestIndigo,339,120
185,SpiceJet,120,13
299,TestIndigo,730,207
8480,SpiceJet,140,635
288,GoAir,1157,140
7746,TestIndigo,487,207
539,AirAsia India,192,140
455,GoAir,1019,217
787,AirAsia India,140,192
604,TestIndigo,730,120
638,Air India,210,140
664,SpiceJet,223,140
786,Vistara,102,140
791,AirAsia India,140,279
557,GoAir,140,82
904,GoAir,702,120
797,GoAir,13,223
919A,Vistara,458,13
633,GoAir,13,120
318,SpiceJet,207,458
938,GoAir,120,325
6079,TestIndigo,140,101
5533,TestIndigo,458,82
738,Air India,82,102
605,GoAir,283,102
2907,TestIndigo,120,140
5014,TestIndigo,140,11
880,Jetlite,487,458
7208,TestIndigo,120,1170
427,Air India,140,1157
2804,TestIndigo,102,140
5012,TestIndigo,207,140
613,Vistara,458,1114
6535,TestIndigo,140,771
2991,AirAsia India,192,82
256,TestIndigo,635,13
6105,TestIndigo,283,635
310,Jetlite,458,140
7308,TestIndigo,730,207
508,Vistara,31,140
645,Vistara,140,223
521,GoAir,140,207
589,Air India,82,13
3555,Jet Airways,325,23
2095,TestIndigo,140,102
3506,Jet Airways,192,702
7215,TestIndigo,120,120
3465,SpiceJet,82,131
353,Jet Airways,458,140
681,TestIndigo,702,82
3530,Jet Airways,1157,458
285,TestIndigo,207,82
7921,TestIndigo,207,471
971,TestIndigo,116,120
749,SpiceJet,207,283
495,Jet Airways,458,82
895,Jet Airways,458,101
511,TruJet,207,237
6356,SpiceJet,458,1070
6378,SpiceJet,458,339
961,Jet Airways,131,207
172,TestIndigo,82,82
6985,TestIndigo,131,140
410,SpiceJet,31,140
824,TestIndigo,82,487
1536,GoAir,207,279
309,AirAsia India,458,207
709,Air India,283,152
6449,TestIndigo,82,458
6276,SpiceJet,458,217
2623,TestIndigo,140,82
390,SpiceJet,1019,283
716,GoAir,140,325
883,TestIndigo,207,13
292,GoAir,82,702
656,Jet Airways,116,140
910,Jet Airways,207,82
753,TruJet,13,210
2985,TestIndigo,140,120
708,Air India,210,458
6134,TestIndigo,102,82
6423,TestIndigo,235,13
755,Jet Airways,140,217
3320,SpiceJet,151,151
584,AirAsia India,283,192
6795,TestIndigo,13,192
874,GoAir,635,82
881,TestIndigo,120,120
5016,TestIndigo,140,31
5385,TestIndigo,487,458
120,GoAir,82,82
2508,GoAir,458,140
715,Vistara,140,635
451,GoAir,120,13
902,GoAir,325,120
8702,SpiceJet,458,140
875,GoAir,251,82
429,GoAir,140,458
7177,TestIndigo,210,207
776,Air India,82,102
3714,SpiceJet,82,120
319,GoAir,458,140
234,TestIndigo,131,207
163,TestIndigo,13,102
407,GoAir,102,283
360,Jet Airways,325,458
1125,AirAsia India,279,82
542,AirAsia India,192,283
1005,SpiceJet,682,207
6069,TestIndigo,102,207
390,AirAsia India,458,120
6284,TestIndigo,458,140
6674,TestIndigo,283,13
1472,AirAsia India,82,702
970,Vistara,140,140
309,SpiceJet,13,458
3691,SpiceJet,82,1179
706,TestIndigo,120,120
133,GoAir,140,635
2012,TestIndigo,82,140
2393,AirAsia India,82,120
6374,TestIndigo,120,13
237,TestIndigo,13,13
424,SpiceJet,82,702
641,Air India,140,116
3432,SpiceJet,1170,82
3302,SpiceJet,82,120
6488,TestIndigo,11,140
917,TestIndigo,120,458
489,SpiceJet,283,458
444,Air India,116,140
2512,TestIndigo,140,102
1723,AirAsia India,207,82
5917,TestIndigo,12,82
3788,Air India,688,120
680,Jet Airways,210,120
415,SpiceJet,252,82
467,SpiceJet,207,207
584,SpiceJet,283,1179
749,AirAsia India,210,140
516,GoAir,635,207
527,TestIndigo,207,82
621,GoAir,251,82
6015,TestIndigo,210,116
916,Jet Airways,325,140
3556,Jet Airways,23,325
381,Jet Airways,458,82
6359,TestIndigo,283,207
5991,TestIndigo,82,23
945,SpiceJet,134,458
6362,SpiceJet,131,458
283,SpiceJet,279,458
636,GoAir,251,82
219,TruJet,120,842
434,GoAir,210,120
978,Air India,207,82
618,TestIndigo,217,207
3549,Air India,120,688
189,GoAir,998,140
816,GoAir,207,82
6353,SpiceJet,1070,458
7295,TestIndigo,210,13
741,TestIndigo,13,210
533,Air India,140,13
453,TestIndigo,131,31
856,GoAir,283,192
541,GoAir,13,207
646,GoAir,283,251
657,Jet Airways,140,487
353,Jetlite,458,140
8392,SpiceJet,140,283
517,TestIndigo,82,13
3083,SpiceJet,131,82
623,Vistara,140,192
613,Air India,458,13
817,TestIndigo,487,279
477,TestIndigo,31,31
973,Jet Airways,458,1114
160,GoAir,140,13
1529,AirAsia India,207,279
869,Jet Airways,82,120
6436,SpiceJet,746,458
645,Air India,458,235
717,SpiceJet,283,1019
7173,TestIndigo,82,207
6248,SpiceJet,131,458
391,TestIndigo,702,82
672,SpiceJet,217,283
829,TestIndigo,82,82
402,Air India,283,140
704,TestIndigo,13,210
2525,TestIndigo,31,140
3326,TestIndigo,283,120
738,Vistara,283,140
2861,SpiceJet,138,140
108,SpiceJet,120,140
810,GoAir,487,82
3514,Jet Airways,325,82
524,SpiceJet,702,13
481,Air India,101,101
513,AirAsia India,207,82
753,Jet Airways,140,325
104,GoAir,116,140
6014,TestIndigo,116,120
606,Jet Airways,192,140
637,AirAsia India,207,207
465,Jet Airways,458,120
6080,TestIndigo,101,140
719,TestIndigo,13,13
2757,TestIndigo,140,730
607,SpiceJet,688,120
347,AirAsia India,120,82
923,SpiceJet,217,13
638,Vistara,116,140
328,Jet Airways,1114,458
885,Jet Airways,217,116
6444,TestIndigo,954,283
484,Air India,730,140
358Z,TestIndigo,11,283
416,TestIndigo,207,210
939,SpiceJet,998,140
1248,TestIndigo,283,116
8562,SpiceJet,131,140
170,Jet Airways,1179,140
6616,TestIndigo,283,140
792,Vistara,730,140
403,SpiceJet,13,192
697,TestIndigo,82,13
736,Air India,217,283
206,TestIndigo,151,140
580,GoAir,13,13
849,Air India,140,702
514,GoAir,116,13
965,TestIndigo,217,458
1624,AirAsia India,82,82
361,TestIndigo,82,11
505,Vistara,140,207
890,Jet Airways,131,82
105,SpiceJet,140,120
909,TestIndigo,487,82
923,AirAsia India,283,140
607,AirAsia India,207,140
347,SpiceJet,207,13
2201,TestIndigo,140,730
7352,TestIndigo,251,279
731,Air India,283,192
637,SpiceJet,458,13
2052,TestIndigo,101,140
545,AirAsia India,140,283
811,TestIndigo,82,210
3686,SpiceJet,131,82
8025,TestIndigo,1157,82
443,Air India,140,116
368,GoAir,13,458
2559,TestIndigo,140,140
642,TestIndigo,217,82
3418,SpiceJet,1170,82
846,Vistara,82,458
2912,TestIndigo,140,730
157,GoAir,140,140
8170,SpiceJet,458,140
6181,TestIndigo,458,283
463,Air India,140,116
7223,TestIndigo,82,120
422,SpiceJet,207,207
