train_no,station_code,seq
59161,BH,1
11448,JBP,46
12510,BNC,41
15629,NLR,3
1705,ST,4
51901,AGC,1
12764,NLR,14
76852,TJ,8
12670,CPR,1
12714,BZA,9
12976,SBC,41
18645,SORO,10
56605,CBE,1
15647,MMR,6
22904,BDTS,8
15653,JAT,43
22968,ADI,20
12331,BXR,15
12355,LDH,16
51910,DSA,35
20890,HWH,8
19413,BHL,13
19116,DDR,29
40077,MS,4
54809,SUJH,36
15097,JRC,28
95919,DR,3
18206,SDL,16
93104,DRD,1
12494,KYN,8
98168,PNVL,1
97093,TNA,17
11022,RNR,22
12331,SRE,24
12493,VAPI,5
40330,TBM,1
11096,BRC,13
12863,CHE,13
74907,UHP,6
95718,DR,12
19577,PNVL,19
54833,BNW,36
19019,BDTS,1
56261,SBC,43
12985,DEC,5
15934,GHY,27
12676,MAS,12
12901,ND,11
12342,HWH,7
17479,BZA,52
97124,TNA,8
12230,MB,4
11266,UMR,11
12615,MRA,33
13005,PNBE,14
18464,BBS,46
11013,PUNE,4
12190,MTJ,5
12968,SGZ,7
14228,BSB,12
22910,UJN,19
74843,JU,1
99021,PNVL,2
56504,BZA,1
22644,ERS,42
40047,MS,4
40054,MS,15
11095,KYN,13
17603,GY,9
14265,SEO,36
56761,TCN,12
12958,NDLS,1
16183,MS,1
12357,SRE,11
64019,SSB,15
604,PNBE,1
58405,RCTC,3
18450,BARH,4
15631,PNBE,18
97021,DR,8
12839,AKP,20
22625,BNC,10
12357,JUC,14
18646,CHE,28
51914,DSA,27
97366,TNA,1
12463,AWR,3
12663,OGL,14
18214,UMR,13
97121,KYN,17
12909,RTM,6
12940,PUNE,12
12829,TDD,10
12975,UJN,34
16229,SBC,4
22121,TNA,2
97329,DR,8
12227,BCT,1
12451,CNB,1
54086,PM,14
12297,BSR,2
12959,ST,4
15959,GHY,38
59722,HSR,1
12607,AJJ,3
22683,MBNR,10
19414,UJN,19
12908,BRC,3
19419,YA,7
7146,NLR,5
15648,BGP,16
14035,SSB,3
12721,MTY,24
98081,PNVL,2
12834,BRC,60
76836,KRR,1
74920,JRC,2
12958,ADI,10
19201,BMT,2
56002,MAS,5
98002,PNVL,1
54651,UHP,6
15933,DPU,7
19033,BH,15
40040,MSB,18
6541,YPR,1
12655,WL,29
12615,DEE,41
12674,SA,4
16359,ERS,1
51910,SMQL,13
19420,PNVL,9
57549,PTU,49
12630,YPR,14
64209,LKO,1
12830,BBS,1
54056,MB,26
12177,MTJ,34
76827,TJ,1
12913,UJN,3
12845,TPTY,15
18414,BBS,5
13167,BSB,8
19107,FDK,12
40118,TBM,1
98060,PNVL,1
13049,JUC,108
73912,JMP,1
12497,SNP,2
12656,WL,13
12050,AGC,2
19715,NBI,6
13049,BXR,47
16518,SBC,20
58701,ABKP,24
12163,YG,9
12191,MTJ,3
12959,PNU,10
14211,OKA,14
7429,SC,1
59307,UJN,10
13049,SRE,94
96111,KYN,1
98207,PNVL,2
11098,SLI,29
11205,AWB,9
13133,DURE,73
54308,AMRO,18
12130,SEG,21
12959,BSR,3
53043,BARH,75
51401,MMR,34
18214,JP,1
51914,SMQL,7
22444,GDA,7
51421,AWB,43
12615,KMT,9
12724,AGC,3
22865,CTC,15
40030,TBM,1
19223,NGO,17
12165,JBP,10
19027,SUJH,23
54075,RMU,25
55136,BCY,1
14864,LKO,27
54464,CH,36
12035,JP,1
56242,YPR,1
12032,NDLS,8
12252,KCG,19
12514,HWH,14
12722,MRA,7
12513,BBS,11
19045,ST,1
97018,TNA,8
15960,KNE,40
97311,TNA,17
22954,ND,4
14266,MB,17
56651,PGT,6
22630,CBE,9
12510,BAM,27
97016,KYN,1
79431,MSH,10
12317,ASN,2
97419,DR,8
97085,KYN,24
12760,NLR,13
14864,SLN,29
18414,RCTC,8
19403,JP,9
12650,NZM,1
64098,DSJ,9
64002,ANDI,15
93024,VR,2
17406,KMT,34
6006,TUP,7
16507,STR,27
22706,JRC,2
19301,GY,29
97319,DR,8
14310,DDN,1
40093,MS,4
51422,PTU,24
12376,OGL,23
97429,DR,1
12844,MKU,10
59037,PLG,5
19408,LKO,5
22412,NHLN,16
40338,MSB,2
15930,KNE,24
74675,ASR,1
97368,TNA,1
12356,PNBE,18
12243,SA,3
12646,TPTY,17
18405,PURI,1
82654,PNVL,10
97394,DR,10
17025,ZN,14
18215,SDL,7
64062,DSB,2
15929,ASN,19
22608,KJM,3
97059,DR,8
12840,OGL,4
97090,TNA,8
22705,JRC,13
22954,PLG,24
19408,SLN,3
19168,BRC,52
22446,ASR,1
12086,GHY,10
11097,KGQ,22
12684,PGT,10
95128,KYN,7
51434,NZB,52
12424,DMV,19
18410,CTC,6
54638,JRC,2
13137,CPR,17
74901,PTK,18
12913,PAR,11
57271,KVR,20
22618,KJM,7
17405,NZB,51
19026,AN,14
14163,CNB,13
54803,PMY,9
74915,HSX,1
12759,HYB,17
22432,ALD,18
40106,MSB,2
40326,TBM,1
54637,JUC,7
97431,TNA,17
12129,MMR,6
40329,MS,4
95911,DR,2
18448,BAM,30
59441,VR,6
12759,BZA,10
22954,NVS,15
53043,MYM,8
12194,JBP,1
12903,BVI,2
12415,SGZ,9
16502,AD,8
12926,MTJ,18
12391,BSB,23
14036,MEX,2
12143,LKO,11
19062,BVI,27
64531,SMK,15
20817,CNB,12
56657,MAHE,14
98006,PNVL,1
18645,BBS,19
54310,PM,14
14805,UJA,23
97032,TNA,8
12628,MMR,13
97108,DR,17
12923,INDB,1
37658,HWH,28
59037,NVS,25
12621,GWL,9
58413,DNKL,10
18450,ASN,12
22402,PNP,7
12146,BBS,3
19168,LAR,27
17064,AWB,19
18213,UMR,8
97015,KYN,24
18463,NDL,33
15670,LKA,4
18301,RGDA,20
40135,TBM,18
54614,ASR,17
56504,GY,47
12143,SLN,14
43551,AJJ,1
12336,BXR,19
59550,ANND,6
14866,LKO,26
69139,VR,3
12335,BGP,1
12391,NDLS,33
19420,MAS,27
97130,TNA,8
12308,ASN,26
18303,PURI,16
22452,MSH,17
12903,NZM,21
22804,SBP,1
40404,TBM,1
13152,SRE,22
12927,ST,4
97037,KYN,24
22834,BBS,19
22446,CNB,14
54058,DLI,24
22942,SWM,10
64076,NZM,4
98042,PNVL,1
12875,ON,34
57688,NZB,11
22882,WADI,11
19167,ORAI,38
64011,FDB,5
12840,MAS,1
19167,UJN,13
59441,BCT,1
64087,DSJ,6
95723,DR,1
14631,RK,10
40156,TBM,1
16853,PRT,7
12969,MAS,8
98101,PNVL,2
12376,MAS,27
18311,SSM,30
17480,CHE,50
97123,TNA,10
18204,SDL,14
54813,JU,1
95107,KYN,1
12241,LDH,3
12616,KMT,32
12786,BNC,2
12216,BH,4
12931,NVS,5
22863,CTC,4
54265,SLN,21
12327,ASN,2
54614,PTK,1
12677,TUP,9
97026,TNA,8
19016,DRD,55
51912,SMQL,13
12130,MMR,25
12335,PNBE,16
54411,RE,1
98109,PNVL,2
58434,CTC,17
19322,INDB,17
16053,TPTY,8
73430,JMP,1
12944,NDB,10
97039,TNA,17
12973,INDB,1
12277,BBS,7
67263,BZA,1
12616,DEE,1
12462,DLI,16
12786,MBNR,14
12926,JRC,4
16517,KZE,18
14035,LDH,14
14632,RK,17
22451,DEC,20
56653,MAHE,14
22135,MYR,14
40103,TBM,18
11014,SA,4
11408,PUNE,17
54793,MTJ,22
64205,ON,10
16093,LJN,47
22949,BH,5
51435,PUNE,1
97327,DR,8
11652,JBP,14
18406,BLGR,27
74675,PTK,16
64090,DKZ,6
12318,MB,9
22942,PNP,6
74026,DSA,23
11091,ADI,9
12615,NZM,39
12622,MAS,11
477,CNB,6
11097,KAWR,13
19015,PAD,16
12379,SDAH,1
12904,SWM,22
19036,BRC,11
15645,BARH,27
19016,ANND,27
98188,PNVL,1
11098,TCR,3
15098,LDH,5
95707,KYN,16
19419,BRC,23
95737,TNA,7
12903,ASR,34
15160,STA,22
19015,BSR,4
22933,SWM,13
19020,SWM,35
56105,KRR,9
19263,JP,22
13201,PNBE,2
40386,MSB,2
99001,TNA,1
11073,AD,10
1655,JBP,13
12864,TPTY,8
9005,BRC,2
12823,UMR,8
56231,MYS,1
22692,ATP,12
14163,ETW,19
12908,BDTS,5
14318,MTJ,12
22431,ALD,1
54421,PM,5
22949,GGN,25
12663,EE,12
12310,RJPB,6
50103,PNVL,9
12839,BPP,30
40379,MSB,1
18202,UMR,17
12607,SBC,12
97362,TNA,1
12976,SEH,12
51973,RHG,17
64017,SSB,16
64493,FDB,5
95913,TNA,10
22629,CAN,14
22882,BAM,3
22833,BAM,3
40068,MSB,18
15654,KNE,35
11077,TRR,49
11013,SDB,10
12609,KJM,16
95714,KYN,1
14805,MSH,22
19034,ADI,1
15934,LDH,4
97144,KYN,1
97337,TNA,17
14258,SAN,17
54417,PM,5
12931,ND,10
19061,KPV,27
12320,CNB,5
64078,PWL,11
12947,ALD,14
22607,SBC,14
12254,CTC,13
19016,ST,41
93008,DRD,1
12480,PNU,9
67267,SC,16
12145,SBP,19
12645,CBE,5
22823,CNB,12
97024,KYN,1
56261,AJJ,1
51909,SRE,36
12382,HWH,22
40097,TBM,18
12928,BRC,1
19321,RJPB,17
12129,SEG,10
12955,BRC,5
51754,MDGR,3
12967,NGP,12
12980,SWM,3
12518,KNE,8
22968,NDB,14
64013,DSB,12
12617,CLT,10
14219,BSB,1
19019,BRC,15
12680,MAS,12
22864,CTC,9
56105,NMKL,6
69124,ANND,13
54255,BSB,1
40002,MSB,18
12902,BH,7
22887,YPR,19
12029,NDLS,1
40020,MSB,18
12673,SA,4
12721,MTJ,43
56714,TPJ,1
12834,DURG,24
22860,BAM,17
19027,PMY,14
97038,KYN,1
19223,JUC,39
97106,TNA,8
12658,BNC,2
22910,BL,24
22904,BRC,5
12216,GGN,16
12470,JAT,1
16360,PGT,41
58434,BAM,1
12840,CLX,5
6548,KJM,12
12647,YPR,8
12308,JU,1
12501,CNB,9
19201,BRC,19
12310,CNB,2
12313,NDLS,8
12953,ST,6
64077,PWL,1
22138,ST,6
14645,LDH,20
64096,SSB,1
12297,PUNE,4
97067,KYN,24
12960,ADI,13
95727,DR,3
13202,NGN,9
64214,LKO,16
12970,SEH,13
12356,LDH,4
40148,MSB,2
11035,DR,1
19045,RV,10
11059,PLP,9
12240,SWM,2
20890,CTC,6
40393,MSB,1
12358,SSM,10
12940,BSR,10
57447,MBNR,15
17016,CHE,29
95119,KYN,1
95735,DR,1
3102,KOAA,9
13320,DHN,10
19707,DRD,4
12151,DURG,11
19015,BL,17
22860,BZA,8
12190,GWL,10
12914,UJN,12
22192,INDB,19
25657,SDAH,1
97427,TNA,17
22863,BAM,7
64905,NZM,18
14646,SRE,18
13152,MB,33
14309,SFY,3
40155,MSB,1
11095,ND,2
12864,EE,17
40312,MSB,6
12630,TK,13
12842,BBS,10
12632,MS,16
15115,DSA,20
40307,MS,4
22531,CPA,15
40416,MSB,2
18406,SBP,30
19115,BRC,15
40408,TBM,1
6541,TK,2
64953,OKA,25
82606,TPJ,9
12612,AGC,2
64095,NDLS,1
14056,CNB,6
16187,TPJ,8
53497,BGP,1
13071,SGG,19
74923,HSX,1
12273,CNB,5
15098,BGP,31
18006,TIG,15
22919,MAS,1
22991,ST,4
12088,GHY,1
12307,SSM,10
15646,BARH,21
51902,DLI,1
64536,BHD,14
13133,SDAH,1
22651,PGT,19
56390,KTYM,1
82654,PUNE,11
12498,NDLS,15
40045,TBM,18
11074,WADI,12
12497,ASR,14
13151,RFJ,25
14318,INDB,30
19307,FDB,14
12839,BBS,7
22911,MYR,14
12615,BHS,28
19419,AD,11
19015,PLG,7
12510,CHE,29
97069,TNA,17
53044,RGD,1
97420,DR,10
15654,LDH,5
12144,SLN,1
64064,DLI,1
59442,VR,70
22121,CNB,10
66039,NG,5
76812,TJ,1
12014,LDH,5
40018,MS,15
13133,JMP,36
15206,JBP,1
63226,RPR,23
15097,SPJ,7
43552,AJJ,2
79302,RTM,26
6548,TUP,7
19321,CNB,9
54333,RDL,35
12918,ANND,8
59812,IDH,3
40418,TBM,1
12968,SEH,13
66050,TRT,11
22833,BZA,11
64061,NDLS,11
12175,GWL,31
22955,BDTS,1
54464,SEO,24
59426,RDHP,12
22882,BZA,7
40376,MSB,2
16106,TMV,25
40319,MSB,1
54411,GGN,11
54836,HNS,18
12216,AWR,14
12549,UMR,8
22919,ST,10
13050,ASR,1
19015,NVS,20
99015,PNVL,2
54414,DEC,15
12616,BZA,33
18215,PTK,25
18464,AKP,31
55678,SCL,22
54282,LKO,1
12801,PURI,1
22936,ST,9
77672,KCG,21
97343,TNA,17
16359,CBE,5
19707,ANND,11
12358,LDH,3
12513,KNE,24
22959,ANND,8
40397,MSB,1
20814,BYT,26
22168,FDB,2
12314,CNB,2
12360,PNC,3
15658,GHY,1
12144,LKO,4
12180,CNB,12
17405,CLX,17
64018,SSB,1
12769,TPTY,1
22960,ST,21
69116,ND,5
98064,PNVL,1
16203,TPTY,10
56926,SBC,6
97023,DR,1
64091,NZM,1
69107,ANND,8
22432,JRC,4
12193,GWD,7
12785,ATP,8
40030,MS,15
56765,TEN,1
66536,SBC,9
97437,DR,8
14661,BME,8
13404,SNT,14
19716,CPA,3
43554,AJJ,2
93101,VR,1
12829,NLR,4
19577,KGQ,13
20817,CTC,2
22401,DEE,1
14723,DSA,19
15959,KNE,17
59812,FTS,8
19022,BRC,17
97104,DR,17
12956,SWM,3
15205,STA,22
12166,ALD,4
14633,ASR,1
24227,BSB,1
54282,SLN,18
12766,TPTY,24
13288,PNC,2
11203,RMA,15
12310,NDLS,1
12313,CNB,7
55310,MB,8
99009,TNA,1
15012,CDG,1
15660,KNE,25
50104,RN,1
12925,ADH,2
14631,JRC,22
74913,JUC,7
97113,DR,8
12254,BAM,16
64095,NZM,5
98100,PNVL,1
13131,ASN,7
13202,MMR,8
40366,MSB,2
56231,RMGM,12
11053,JBP,8
12970,BZA,29
16528,SA,13
18202,DURG,25
15930,BBS,41
19707,ST,7
12935,BL,7
13009,HWH,1
22651,RASP,7
22959,ST,1
95131,KJT,9
12917,ANND,3
12045,NDLS,1
12501,NDLS,10
18448,CHE,25
37651,MYM,18
12078,OGL,5
12823,DURG,1
18463,BNCE,45
22915,VAPI,3
14309,NZM,22
69127,ADI,13
12970,AJJ,33
59356,RMA,43
12216,RE,15
12163,AJJ,22
12833,NN,21
15648,GHY,1
15904,CPR,11
18201,BSB,17
22877,HWH,1
95741,KYN,14
12876,ON,8
12273,NDLS,6
57626,SC,37
93018,DRD,1
12975,SJP,32
25657,NLV,30
97088,DR,17
19224,PMY,51
13202,NPNR,15
15929,OGL,4
12901,BH,8
18215,NDLS,15
13165,ASN,4
12307,JP,22
40093,TBM,18
12220,LTT,4
55675,DMR,14
64905,NDLS,21
12349,SGG,2
12843,MSMD,22
19420,PUNE,10
11035,RNR,18
11095,NVS,7
16188,KRR,17
59426,BHUJ,38
40129,MS,4
55323,MB,1
57626,ZN,27
64013,OKA,7
97338,TNA,1
64153,PNK,3
74001,DLI,1
19414,PNU,32
12956,SGZ,7
22109,GWL,7
12914,PAR,4
22960,ANND,14
12145,BLGR,17
22451,BVI,2
12681,TUP,6
18609,ALD,16
67297,BZA,25
12376,ASN,1
22616,TPTY,8
12539,BZA,6
64091,NDLS,19
20890,BZA,1
69164,VR,9
19015,ND,39
22919,PNVL,8
40135,MS,4
15159,BSB,15
12935,NVS,9
14632,JRC,6
64062,FDB,9
54423,BGZ,10
57688,KCG,1
12932,BRC,4
12833,RIG,52
97011,KYN,24
98011,PNVL,2
55312,MB,9
55313,RMR,4
16187,OTP,20
14265,MB,34
64536,SNP,8
15617,NHLN,14
12436,DBRT,26
13049,MB,90
12161,KYN,3
12381,RFJ,9
16229,WADI,17
96121,KYN,1
24227,CNB,15
54309,DEC,4
22877,TCR,23
22956,BDTS,22
97045,DR,1
12968,BZA,29
13201,ZNA,12
12762,KRMR,1
16508,ADI,34
14724,DLI,12
22138,ANND,3
12509,CHE,13
22149,TIR,4
40384,MSB,2
12470,MB,8
12609,VN,10
64061,NZM,8
12176,HWH,31
14854,IDH,20
19019,MDNR,84
22864,BAM,6
54085,DEC,4
12314,NDLS,1
55135,BCY,20
69140,VAPI,17
11036,KYN,25
16093,KMT,17
22817,BBS,6
97352,DR,10
99019,TNA,1
12020,RNC,1
14012,JRC,4
22912,ASN,4
12304,ASN,22
12786,GY,10
97320,DR,10
12037,LDH,7
12102,DURG,9
19321,BSB,14
22149,CLT,5
22949,RE,24
12085,DPU,4
16792,PGT,1
11077,MEX,61
12009,BRC,6
22651,MAS,1
14511,MTC,24
40370,MSB,2
54325,SPC,1
69111,BRC,23
19322,LKO,8
40329,TBM,18
11102,BRC,13
18216,JAT,1
22401,UHP,8
12205,RK,5
22607,TCR,3
40343,TBM,18
40394,MSB,2
54256,BSB,42
11095,BL,8
12844,ADI,1
19578,TEN,29
43803,MSB,1
22452,BRC,20
37655,MYM,28
59306,INDB,10
64494,PWL,8
16501,GY,21
76829,TJ,1
12834,TRO,29
74923,ASR,18
12615,BZA,8
12901,ANND,10
19026,AMI,1
12078,MAS,10
15630,CTC,29
16021,KJM,13
40086,MSB,2
98137,PNVL,2
19215,ADI,43
51753,SDL,16
13132,JMU,30
12251,MBNR,6
20813,SWM,36
64255,KAP,16
93020,DRD,1
12843,VBL,12
97132,TNA,8
12878,CNB,2
17026,SC,1
12335,JBP,27
12910,RTM,4
13151,LDH,82
22960,BH,17
12607,BNC,11
54784,SSA,32
12498,ASR,1
59439,NVS,31
12497,NDLS,1
22943,CCH,2
55676,DMR,1
64953,FDB,23
15934,CPR,15
19218,ADI,13
14227,SLN,8
11071,MYR,32
64157,AGA,14
22892,HWH,15
69102,BRC,20
95728,DR,12
19027,VAPI,3
12251,KRBA,25
54334,LKO,1
40422,MSB,2
43805,MSB,1
17026,ZN,2
22445,LDH,10
19311,GDA,10
22418,MB,3
97033,KYN,8
12180,ETW,6
18646,HWH,61
18216,JUC,7
22664,PNU,8
97324,DR,10
12621,NGP,5
97036,TNA,8
12426,LDH,4
19021,SWM,13
22431,JRC,15
55305,MB,1
14681,JUC,21
64001,BHD,5
64551,JRC,9
12460,JRC,4
51436,STR,1
64203,CNB,13
14731,KUN,9
14227,LKO,13
19224,SGRA,34
12008,MAS,4
17406,BZA,39
97070,TNA,8
51422,MMR,43
12351,JMU,10
14853,LKO,11
69152,NVS,6
6547,OTP,10
12227,BRC,2
22617,KJM,3
55322,RMR,1
22607,BNC,13
54783,FKA,1
64090,NZM,1
95720,TNA,8
12023,ASN,3
12684,PTJ,9
12924,PAR,3
64160,AGA,3
14681,SRE,8
56504,BNC,79
506,PTA,3
12146,TIG,13
19714,JP,31
11101,BRC,11
12470,ON,13
18463,NRT,26
22625,AJJ,2
12160,AMI,20
16229,YG,16
95104,KYN,7
12107,LAR,7
19167,ANND,5
95731,TNA,6
22452,NNL,8
17480,BAM,59
12841,BZA,14
12332,HWH,32
51905,DLI,1
12962,AKV,14
12617,MTJ,46
14310,AGC,14
16558,MYA,7
97076,TNA,8
40004,MS,15
97418,DR,10
16229,BSB,35
15631,GHY,34
74911,JUC,7
12653,TMV,5
12948,RTM,15
13152,TLH,39
12679,TUP,10
40014,TBM,1
22934,BVI,14
12969,PAR,21
22824,BBS,13
64011,DSB,12
66039,TRT,2
40080,MSB,2
97153,KYN,24
97316,DR,10
40043,MS,4
13151,SSM,30
12863,HWH,1
13050,BSB,49
12510,CTC,23
14317,MTJ,19
97128,DR,17
16204,AJJ,7
66050,NG,9
12336,MMR,5
12654,TBM,13
53043,CTR,28
54473,NDLS,3
22927,ND,19
40387,MSB,1
59439,BL,24
13201,JBP,32
19264,PNU,19
67298,BZA,1
11078,LDH,11
40407,TBM,18
14266,DDN,1
95116,KYN,7
11092,AJE,23
12616,BHS,12
40083,MSB,1
11013,BNCE,25
18610,PPI,9
22126,JUC,2
25036,MB,3
40084,TBM,1
40103,MS,4
66602,CBF,2
11077,KNN,55
12339,DHN,13
22644,PNBE,1
12509,BZA,9
22823,CTC,2
22972,VAPI,12
15012,CH,17
22629,TNA,2
40157,MSB,1
95129,KYN,1
12226,LJN,6
22944,RTM,5
15646,BXR,28
57550,PTU,11
12953,BH,7
15055,UJH,10
13329,PNBE,11
22138,BH,5
54787,BNW,1
12540,YPR,18
54474,MUT,10
58536,PRDP,1
12608,SBC,1
16518,CAN,1
63233,BSB,35
95906,DR,5
15659,NLV,30
18426,TLHR,22
12509,AJJ,6
12627,ATP,8
14055,PNC,48
74844,JU,24
22865,DNKL,14
69138,ANND,1
12782,ASK,30
56925,SBC,1
12465,LKE,13
59439,PLG,10
69152,BL,13
12658,SBC,1
14806,BME,1
16508,SLI,17
69114,BRC,20
22644,BQA,13
63554,BSB,1
64013,FDB,5
13049,TLH,85
22681,KJM,6
12926,VAPI,37
12878,NDLS,1
22927,BL,10
59439,ND,63
12959,ND,7
13006,RK,11
97146,TNA,8
12645,ERS,1
12303,PNBE,15
22936,PIT,1
12510,BZA,33
14318,RK,3
18215,ASR,22
97112,TNA,8
12114,PUNE,9
12759,KMT,11
19307,GWL,10
93104,PLG,5
19223,PNU,6
19414,DHN,4
40122,TBM,1
12030,JUC,3
12510,AJJ,35
12761,TPTY,1
12841,CTC,6
12910,NZM,1
12223,ERS,6
64090,NDLS,5
7149,SC,1
7758,MRGA,4
12453,RNC,1
12550,AGC,7
15660,AGTL,1
18202,NTV,1
22914,STA,4
12957,MSH,3
16502,BRC,24
59442,BCT,74
64160,JAB,4
95126,KJT,1
16105,TCN,29
40344,MS,5
64453,ANDI,4
12392,PNBE,21
15645,MMR,6
18611,RNC,1
15904,KNE,20
22868,DURG,16
74917,JUC,7
12910,BVI,8
17016,BZA,8
18204,CNB,1
59356,MTJ,1
7429,NLR,8
19217,ADI,18
22878,HWH,24
11077,PUNE,1
17020,MMR,14
22110,AGC,2
12786,SBC,1
93004,VR,2
22927,PLG,6
97147,KYN,24
16306,ERN,16
95118,KYN,7
40378,MSB,2
69115,BRC,1
12318,JUC,3
14633,PTK,7
22663,PNU,20
40010,MS,15
13152,DHN,85
18448,RGDA,19
22912,UJN,32
79430,ADI,1
19713,SJP,10
22860,CHE,14
95716,TNA,8
14805,BRC,18
19407,MSH,3
22652,PLNI,5
12707,MBNR,9
15056,SKA,15
95905,TNA,5
77671,MBNR,17
14806,VAPI,24
76804,LLI,9
95702,TNA,8
99032,PNVL,1
64157,JAB,13
95103,KJT,9
12019,HWH,1
12381,SSM,12
19167,KPI,39
40322,TBM,1
97133,DR,8
12318,SRE,7
19577,KAWR,16
98030,PNVL,1
12509,CTC,19
12731,ATP,10
22125,LDH,8
97442,TNA,1
12904,MTC,12
40420,TBM,1
12350,JMP,11
12437,NZM,7
16306,TCR,11
40026,MSB,18
18463,EE,23
22935,ADI,6
19422,ALD,9
19312,KJT,14
15659,SDAH,1
15098,CPR,21
40323,MSB,1
18447,BBS,1
22927,NVS,12
12464,AWR,6
96117,KJT,9
11021,STR,6
12548,AF,12
14806,AKV,22
22692,SC,8
97102,DR,17
11064,MS,14
40096,MSB,2
64001,SNP,11
19028,JAT,1
12782,MTJ,2
19020,MTC,14
59037,PAD,16
19028,ND,27
19167,ASKN,25
12901,ST,7
20903,BRC,1
16518,RMGM,18
15630,BZA,36
16306,CAN,1
7603,KCG,1
11014,ATP,14
12349,ALD,11
16093,CNB,46
95736,TNA,8
19301,MBNR,26
22878,TCR,2
74919,JUC,7
97331,TNA,17
12043,LDH,6
58413,CTC,22
43820,MSB,14
5065,CPR,1
11074,YG,11
12655,AKV,5
12962,INDB,1
14646,JAT,1
12824,DURG,12
40396,MSB,2
12253,NLR,7
22934,RTM,8
14863,JU,31
22417,MB,7
12656,AKV,37
54252,SAN,69
74902,JUC,18
12433,WL,3
12647,AGC,25
64253,ON,10
12948,CNB,7
51318,PMP,6
54057,DLI,1
79302,BHL,1
6541,PVR,14
74848,HSR,1
11096,KJT,3
97406,TNA,1
11701,SFW,12
97141,TNA,10
19707,BH,9
54056,HPU,11
16094,WL,26
22959,BH,5
97089,KYN,24
11091,SVJR,23
12969,UJN,30
64062,OKA,7
12189,STA,5
19116,ADI,11
40038,TBM,1
12391,RJPB,12
56651,PTJ,2
99013,TNA,1
12292,MAS,1
12479,BVI,16
12760,SC,2
18213,DURG,1
22833,CHE,5
12703,BBS,7
12864,YPR,1
12926,KUN,12
97377,TNA,17
98114,PNVL,1
12646,AGC,4
40097,MS,4
40144,MSB,2
56232,MYA,15
97149,KYN,24
12189,JBP,1
40039,MS,4
22402,LDH,5
22928,ND,4
22991,VAPI,3
22935,BDTS,1
22909,ST,2
56764,TCN,1
7603,KJM,14
11073,YG,7
14806,KYN,26
16022,SBC,8
12009,BVI,2
19715,CPA,15
12763,BZA,10
14309,LAR,12
40353,TBM,18
12328,BSB,8
12663,NLR,15
54251,SRE,74
64157,AGC,16
97079,DR,8
12453,CNB,6
12928,DDR,6
18201,NTV,25
19027,JU,16
97108,TNA,8
67250,TDU,16
69173,PLG,5
12923,PAR,10
97032,DR,17
22452,BVI,23
11014,SDB,24
14310,GWL,17
12246,YPR,1
37657,HWH,1
22817,SBC,20
14645,MTC,6
17020,SC,2
11017,YG,9
12932,BVI,10
19022,RTM,14
55677,DMR,22
12236,DPU,21
96116,DR,23
12953,VAPI,4
18214,SWM,3
12796,SC,1
58402,PRDP,1
95709,KYN,16
7146,OGL,6
22953,BL,10
97151,KYN,24
19408,GGN,10
2731,RTM,21
40051,TBM,18
95917,TNA,6
12260,SDAH,5
64160,AGC,1
12130,NGP,17
97043,TNA,10
97431,DR,8
16518,KZE,3
40341,MS,4
40411,TBM,18
95911,TNA,6
54326,SPC,30
12925,SNP,29
15097,MB,21
12056,RK,3
12376,VBL,15
17019,AWB,23
18006,HWH,46
22681,MYA,2
19403,DLI,14
19577,JAM,29
22960,AKV,18
12333,BSB,28
15659,KNE,16
18410,PURI,1
97122,KYN,1
97125,KYN,24
15903,DBRG,1
40355,MSB,1
19717,RE,8
22883,YNK,26
16187,ERS,29
56504,YNK,76
95112,KYN,7
40099,TBM,18
12648,NGP,11
59023,PAD,18
11092,ND,14
95744,TNA,3
15012,RK,6
19421,ND,2
20814,UJN,12
13132,ASN,38
74672,GSP,7
12355,BSB,5
12640,AJJ,11
12913,INDB,1
74844,BME,1
12028,BNC,2
12436,LKO,4
12879,LTT,1
40405,MSB,1
64451,BHD,5
16094,PAR,12
22911,UJN,3
64201,AMS,3
69140,DRD,23
22451,BRC,5
64492,PWL,11
97060,DR,17
97103,TNA,17
12680,TUP,2
95109,KYN,1
11203,UJN,13
18242,NGE,9
16502,WADI,11
22903,BHUJ,8
98073,PNVL,2
11101,SVPI,22
12656,OGL,6
64560,MDNR,19
12044,NDLS,8
12175,DHN,5
16508,RNR,9
56770,TEN,12
98009,PNVL,2
64017,NZM,8
97394,TNA,1
59307,INDB,1
22953,NVS,12
57272,TDD,53
12509,GHY,42
12936,BDTS,10
16359,KMT,20
19217,BDTS,1
12655,OGL,36
56265,ASK,1
40375,TBM,18
97059,TNA,17
97090,DR,17
12609,MAS,1
22914,JBP,6
22915,ANND,7
12466,SGZ,22
12962,BH,13
40131,TBM,18
12711,MAS,14
93031,DRD,8
12664,OGL,11
14864,JU,1
51901,PWL,19
59441,ADI,74
98131,PNVL,2
22936,VAPI,10
15651,LKO,30
19401,PNU,3
13152,NGG,29
40110,MSB,2
19021,BDTS,1
2731,WHM,12
12351,ASN,5
12677,PGT,11
15159,BRG,23
16502,NDB,21
12801,CNB,30
97368,DR,10
12023,JMU,9
13168,BSB,15
11072,BSB,1
97429,TNA,10
74022,DLI,24
12277,HWH,1
12510,GHY,1
12904,BCT,35
12117,MMR,10
63598,RNC,29
66049,TRT,2
12622,WL,9
19022,CNB,2
